0.010534,0.010958,-0.0041625,-0.0074065,0.0013762,0.0054592,0.0074334,-0.0027322,-0.0063304,0.010089,0.0061477,-0.0066115,0.0020315,-0.002723,0.010665,-0.013008,-0.0072839,-0.0069995,-0.011348,-0.011122,0.00053922,-0.0034983,-0.010161,0.0087824,0.015599,0.005004,-0.0096276,0.00088134,0.017921,-0.014297,-0.0045113,-0.001331,0.014943,0.015357,-0.022936,-0.0057606,0.0057833,-0.0039799,0.017787,0.014007,-0.0033323,0.0010246,0.0043682,0.0034693,0.0038882,-0.00091225,0.0077417,-0.0011413,0.012386,0.013789,-0.017522,-0.0038922,-0.010054,-0.0063308,0.0083222,0.019683,0.0083223,0.0079838,-0.012008,0.012539,0.0089618,-0.0072364,0.023493,0.004187,-0.011193,0.0031743,0.00038453,-0.0092272,0.012027,-0.007715,0.0031225,-0.0042178,-0.018571,0.0050432,0.010329,-0.0098636,0.01033,0.01681,-0.009125,0.017912,0.015804,0.011144,0.0067764,0.0039373,0.0023531,0.020049,-0.0032136,-0.016965,0.002926,0.00042501,0.0063532,0.0025805,-0.014287,0.0036882,-0.0030999,-0.0086344,0.00013038,0.031787,0.012933,0.0033595
-0.010524,0.0051084,-0.0022679,-0.0023981,0.0024366,0.012872,0.023154,-0.0056736,-0.00204,0.0069459,-0.009479,-0.0013172,0.0035396,0.0037063,-0.00034914,-0.0066493,0.012151,0.0025899,0.013408,0.0082351,0.0046885,0.003481,0.0054774,0.0073986,-0.0058888,0.00075758,-0.0087858,-0.0061431,0.014556,0.0042214,0.011243,0.01091,0.016057,-0.0050056,0.0035361,-0.0013774,4.7117e-06,-0.00048936,0.00062485,0.0090411,0.019803,0.0039776,-0.010203,-0.0118,-0.0072496,-0.018766,0.0015772,0.010726,0.0042032,0.010301,-0.003212,-0.010932,0.013803,0.005007,-0.0091685,0.014886,-0.0073809,-0.0144,0.001455,0.0070811,-0.013327,0.0027556,-0.0057891,-0.012698,0.003039,0.020431,-0.022481,-0.013272,-0.0025,-0.011635,0.0040802,0.0075916,-0.0062232,0.006341,0.0049478,-0.0084615,0.0073058,0.01185,-0.0010928,-0.0050619,-0.0079246,0.005432,0.0051624,0.011506,-0.0056544,0.012907,-0.0097383,0.026994,-0.001385,0.0015851,-0.0017313,0.015627,-0.0058634,-0.0096571,-0.018138,0.012883,0.0026273,0.011811,-0.0080921,-0.0075021
0.00077025,-0.01323,0.0091021,0.009037,0.011724,-0.015658,0.0015511,-0.004393,0.012127,0.0191,-0.00023966,-0.0084756,0.0028098,-0.006764,0.011605,0.0097136,0.017352,0.0013938,0.0031972,-0.0070582,0.0013225,-0.0078358,-0.0023488,-0.0043644,0.0041273,-0.0090542,0.010104,0.0011499,-0.0084723,0.0018435,0.0010712,0.015874,0.00062766,-0.005079,0.020989,-0.005567,0.0097562,0.021872,0.012682,0.0054605,0.0026694,-0.013018,0.015532,-0.025745,4.5482e-05,0.0038089,0.013593,-0.0035831,0.012592,-0.001829,0.010752,0.0012357,-0.0090015,0.017641,-0.016582,0.026233,-0.0090002,0.0082025,-0.0045521,0.00071598,0.00032162,-0.0089887,-0.0064911,0.024262,0.012945,-0.0095143,0.0074472,-0.00156,0.0039597,-0.0025448,-6.8188e-05,-0.0049645,-0.011999,0.011559,-0.03239,-0.013479,-0.0018328,0.0092228,-0.0035588,-0.0052349,0.00063423,0.0055849,0.0031735,-0.0043559,0.0016228,-0.010297,0.0012497,-0.010595,-0.0015099,-0.01514,0.0011193,-0.0018747,-0.013836,0.016172,-0.010672,0.0023784,0.0061018,0.021247,0.0087965,-0.0055175
-0.0045088,-0.014103,-0.004448,0.0078169,0.014436,-0.012289,0.0031991,0.01937,0.0093174,0.014497,-0.012054,-0.010791,0.011,-0.0014178,0.0022896,0.011328,-0.0079934,0.0052931,0.0050755,-0.0062707,-0.012972,0.0088569,0.0054234,-0.017309,0.0095934,-0.011369,-0.0049442,0.012576,-0.023294,0.0133,0.0065874,0.0056625,-0.00099806,0.0040873,0.015252,0.0042231,0.0068606,-0.0020218,0.0021277,-0.019331,0.0041815,-0.007178,0.0054972,0.0060887,0.00024479,0.011101,-0.0010562,0.0076463,-0.0076208,0.0060385,-0.015683,-0.016946,0.0061418,-0.0072682,-0.0095134,-0.019437,-0.026537,-0.024257,-0.0090232,0.010327,-0.010023,-0.0015377,0.0018397,0.0028301,0.003052,0.00055908,-0.011076,0.023366,-0.009914,-0.015979,-0.0023631,0.0080752,-0.0075798,-0.0070364,0.00052965,0.0022827,-0.011876,-0.00073803,0.0034775,0.006964,-0.004387,0.0058775,0.00045271,-0.0055091,0.0043213,-0.019994,0.0010736,-0.01032,0.017372,0.010715,0.0067505,0.0091931,-0.0090295,-0.0031799,-0.016625,0.0020674,0.017583,0.0013087,0.0049727,0.0028858
-0.02121,0.011115,0.0043766,0.0034543,0.010654,-0.0085116,0.0089249,0.0074734,0.0020823,0.018985,-0.011307,0.00061611,-0.02483,-0.0030529,0.00073562,0.014011,-0.0093875,-0.00090067,-0.0001492,-0.0099233,-0.0078445,-0.021343,-0.0021197,-0.0039172,0.0082648,0.0040413,0.01471,0.0068366,0.0089803,-0.0023759,0.011453,0.012698,0.00097202,0.0049887,0.0036227,-0.018478,-0.0090899,-0.0088807,0.021069,0.0038557,0.015346,-0.005478,-0.0018707,-0.020989,0.0084529,-0.0018624,0.013258,0.020314,0.01492,0.021961,-0.011746,0.0066603,0.0099011,0.0083633,-0.001344,-0.01466,-0.0018776,0.010473,0.0017616,-0.021737,-0.015929,0.0034824,-0.0024947,-0.015084,0.0029963,-0.013059,-0.00061039,0.0053949,0.014146,-0.026111,0.021085,0.0078366,0.020389,-0.0031109,0.0066224,0.0012807,-0.009565,0.015541,0.010633,0.0019765,-0.0069778,-0.01108,0.0040547,-0.0032408,0.0050897,3.5541e-05,0.0046119,-0.017248,-0.0093402,-0.0045669,0.0089198,-0.0019965,0.019899,0.013035,0.0053034,0.011127,-0.016158,0.012032,-0.0039945,0.0077906
-0.0055137,0.0039345,0.011881,-0.010187,-0.003787,0.014185,-0.0082711,-0.0086448,-0.0027305,-0.0096463,0.016505,0.015269,0.0024482,0.0018828,-0.0057312,0.0037722,0.0065201,0.0060227,-0.0015907,0.006988,0.0089966,-0.0093744,0.0001083,-0.0039489,0.010017,0.0034234,0.015723,-0.0099747,0.018998,-0.017991,-0.0074492,0.0080051,-0.0062867,-0.0040212,-0.0023542,-0.010559,0.0020961,-0.017634,0.0057354,-0.016271,0.012849,-0.005337,-0.0029247,-0.012201,-0.00088326,0.00051378,0.0084206,-0.0037374,0.021708,0.014256,0.0064676,0.00066009,-0.0076707,-0.0048684,0.0099114,0.0055398,0.0053509,-0.010026,0.0062493,0.015501,-0.00085192,-0.010364,-0.019366,-0.00073615,0.014311,-0.0050119,-0.016106,-0.0092577,-0.0010285,-0.017367,-0.013597,-0.00020148,-0.0014854,-0.0074878,0.0042181,-0.0037274,-0.016544,-0.0044713,0.0096455,-0.0071081,-0.025421,-0.0021856,-0.0044371,0.015131,-0.0037234,-0.011803,-0.005288,-0.0061339,0.00033438,0.011673,0.023854,0.0049974,-0.004536,-0.0079869,-0.011756,0.022289,0.0017701,-0.0066525,-0.0094047,-6.6773e-05
-0.0081819,0.00066467,-0.00062043,0.0030218,-0.0041053,-0.0023256,-0.0058248,0.0041017,-0.0031804,0.00038448,0.0021882,-0.0057005,0.0099428,-0.0037927,-0.010602,0.0050655,-0.00056469,-0.011805,0.0066367,0.00095443,-0.0057388,0.012386,0.035826,-0.0030724,-0.00329,0.0078072,-0.00081813,0.0053928,0.0030577,0.0095265,0.028277,-0.0097882,0.005874,-0.011243,-0.0039456,0.0079776,-0.014948,-0.0024179,0.010643,0.0035615,-0.0075059,-0.0089845,-0.015461,-0.013057,0.0053477,-0.0020034,-0.0019511,-0.00093472,-0.0050322,0.014315,0.0021409,0.0050142,0.015985,0.0047514,-0.0060296,0.016702,0.0069147,0.010295,0.018585,0.0027623,-0.0062854,-0.0089789,-0.014328,0.0020725,0.012918,0.0066168,-0.00052893,-0.013125,-0.0091308,0.013568,-0.012092,-0.0028524,-0.016841,-0.0065928,0.004397,-0.013138,0.0043853,-0.0078381,-0.0011529,0.017931,-0.0029423,0.0081922,0.017156,0.017461,-0.0062334,-0.0025705,0.0020156,-0.010386,-0.012398,-0.0026372,0.019298,-0.01446,0.0030856,-0.00095354,0.020675,-0.0010936,-0.0046233,0.0020976,-0.003225,0.013356
0.015671,-0.0097454,0.013428,0.0089626,-0.010968,0.011071,-0.00017577,0.013046,0.0025259,-0.014279,-0.0074365,0.007413,0.003947,-0.010199,-0.011529,0.0066286,-0.015155,0.0027363,-0.016257,0.0073576,0.0023608,-0.0052894,-0.0068118,-0.0040432,-0.013347,0.0011199,0.00057246,0.0032926,-0.014256,-0.010944,-0.013194,0.011903,-0.0043182,0.0077646,0.026346,0.0055388,-0.0052015,0.019684,-0.005591,-0.0017072,0.012295,-0.00974,-0.0047695,-0.015917,0.0059557,-0.0078832,-0.00028945,-0.0067085,-0.018887,-0.0053241,0.0086301,-0.0059902,-0.00066588,0.016459,0.015018,0.0032652,0.0062005,0.00067739,0.0065593,-0.0026461,0.0026621,-0.0051387,0.0077144,-0.00928,0.0027427,-0.0032277,-0.008856,-0.0067283,0.00023887,0.0059402,-0.017412,-0.018054,0.0092103,0.00019354,-0.009413,-0.0076879,0.007239,-0.0074305,-0.0093888,-0.008382,-0.0064977,-0.015429,-0.013881,0.0095985,0.010687,-0.012017,0.007931,-0.0045859,-0.01334,0.0062145,-0.0086424,0.0021891,0.005979,0.0099145,-0.010527,-0.0093119,0.0067315,0.0087163,-0.012081,0.016465
-0.0072089,0.014849,0.00013524,0.0091183,0.0029558,0.0030979,-0.0023991,-0.0056704,0.0032174,-0.0099079,0.0071797,-0.012779,0.0019117,0.0097298,0.0019326,-0.014964,-0.0072012,-0.025717,-0.004437,-0.013723,0.010712,-0.0034747,0.0049133,-0.0063843,0.0083943,-0.012611,-0.0021263,0.011967,0.0068065,0.0090189,-0.01156,-0.0028611,-0.0016461,0.0055798,-0.0087579,0.020197,0.0032088,-0.0040457,-0.0021391,0.0094458,-0.012235,0.0058034,0.011986,-0.0103,-0.011535,-0.022388,-0.0093903,-2.6967e-05,-3.8076e-05,-0.0056014,-0.013098,-0.02609,0.011102,0.0046174,-0.016677,-0.011092,-0.0020494,-0.0056279,-0.008996,-0.014201,-0.0074067,-0.016683,-0.00050391,0.002485,0.0079464,-0.0062046,-0.00065452,0.004734,-0.014477,-0.0097907,0.0090791,0.0020276,0.020182,-0.0081391,-0.0068788,0.010782,0.0095019,-0.0010075,-0.020941,0.014814,0.015779,-0.0088224,0.0028333,-0.025571,0.0073593,0.027133,0.00076316,-0.0034208,8.6503e-05,-0.0089189,-0.0093616,0.0064107,0.0044239,0.032836,-0.001755,0.020889,-0.0096519,0.018426,0.009787,-0.001338
-0.0098917,0.025453,-0.0025393,0.011327,-0.013814,0.006932,0.014056,0.0010526,-0.013272,0.014461,0.019761,0.0011547,0.011768,-0.0011966,0.01995,0.0030436,0.0059321,0.0017419,0.016286,-0.011176,0.0082936,-0.013084,0.0029695,-0.0083055,0.006672,0.011532,0.023102,0.016353,-0.019353,-0.0059602,0.0076996,0.012488,-0.015117,-0.01368,0.019069,0.013427,-0.0015961,0.015486,0.02452,0.0011079,0.00062436,0.005679,-0.0021613,-0.0042373,-0.014729,0.0093215,-0.0017381,0.015589,0.012161,-0.0076911,-0.0015027,0.012071,-0.0059066,-0.00095358,-0.0094287,0.015127,0.0010472,0.0024996,0.0019498,-0.014211,0.0017529,-0.011881,-0.0014666,-0.00022821,0.012215,0.013568,0.0008512,0.0013227,0.0027089,-0.018893,0.0038162,-0.0063475,-0.017012,0.0033393,0.0072066,-0.015258,-0.0023456,-0.022824,0.00021681,0.0076545,0.001202,-0.0021488,0.0041511,-0.01899,0.020734,-0.015855,0.0018119,-0.013472,-0.028559,0.014566,0.0065122,-0.0097602,-0.00039338,-0.0027474,0.011034,0.016453,0.018875,0.014896,-0.01863,-0.014928
